data_chave,titulo,sigla_titulo,tipo_ato_titulo,numero_titulo,autor,situacao_normalizada,revogada_flag,assunto_normalizado,ementa_status,qtd_pdfs,tipos_pdf_concat
2022-12-29,OFC - OFÍCIO 117/2022,OFC,OFÍCIO,117/2022,CEL/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022-12-29,PRT - PORTARIA 1873/2022,PRT,PORTARIA,1873/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-27,COM - COMUNICADO 020/2022,COM,COMUNICADO,020/2022,SCG/ANEEL,TORNADA SEM EFEITO,0,Comunicado,PREENCHIDA,1,Texto Integral
2022-12-27,DEC - DECRETO 11310/2022,DEC,DECRETO,11310/2022,PR,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Regulamentação,PREENCHIDA,1,Texto Integral
2022-12-27,DSP - DESPACHO 3682/2022,DSP,DESPACHO,3682/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Despacho de Registro da Adequabilidade do Sumário Executivo,PREENCHIDA,1,Texto Integral
2022-12-27,DSP - DESPACHO 3685/2022,DSP,DESPACHO,3685/2022,SPE/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Recurso administrativo,PREENCHIDA,1,Texto Integral
2022-12-27,DSP - DESPACHO 3686/2022,DSP,DESPACHO,3686/2022,SPE/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Negação,PREENCHIDA,1,Texto Integral
2022-12-27,DSP - DESPACHO 3687/2022,DSP,DESPACHO,3687/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-27,DSP - DESPACHO 3688/2022,DSP,DESPACHO,3688/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-27,DSP - DESPACHO 3689/2022,DSP,DESPACHO,3689/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-27,DSP - DESPACHO 3690/2022,DSP,DESPACHO,3690/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-27,DSP - DESPACHO 3691/2022,DSP,DESPACHO,3691/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-27,PRT - PORTARIA 059/2022,PRT,PORTARIA,059/2022,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2022-12-27,PRT - PORTARIA 1869/2022,PRT,PORTARIA,1869/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,NULL,1,Texto Integral
2022-12-27,PRT - PORTARIA 1870/2022,PRT,PORTARIA,1870/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-27,PRT - PORTARIA 1871/2022,PRT,PORTARIA,1871/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-26,ATS - AVISO DE TOMADA DE SUBSÍDIOS 029,ATS,AVISO DE TOMADA DE SUBSÍDIOS,029,SMA/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aviso,PREENCHIDA,1,Texto Integral
2022-12-26,DEC - DECRETO 11307/2022,DEC,DECRETO,11307/2022,PR,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Contrato de concessão,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3656/2022,DSP,DESPACHO,3656/2022,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anuência,NULL,1,Texto Integral
2022-12-26,DSP - DESPACHO 3670/2022,DSP,DESPACHO,3670/2022,SRG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Juízo de mérito,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3671/2022,DSP,DESPACHO,3671/2022,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Atendimento,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3673/2022,DSP,DESPACHO,3673/2022,SMA/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Juízo de mérito,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3674/2022,DSP,DESPACHO,3674/2022,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3675/2022,DSP,DESPACHO,3675/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3676/2022,DSP,DESPACHO,3676/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3677/2022,DSP,DESPACHO,3677/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3678/2022,DSP,DESPACHO,3678/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3679/2022,DSP,DESPACHO,3679/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3680/2022,DSP,DESPACHO,3680/2022,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral
2022-12-26,DSP - DESPACHO 3681/2022,DSP,DESPACHO,3681/2022,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Negação,PREENCHIDA,1,Texto Integral
2022-12-26,PRT - PORTARIA 1867/2022,PRT,PORTARIA,1867/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-26,PRT - PORTARIA 1868/2022,PRT,PORTARIA,1868/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3529/2022,DSP,DESPACHO,3529/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Deferimento,PREENCHIDA,2,Texto Integral | Voto
2022-12-23,DSP - DESPACHO 3532/2022,DSP,DESPACHO,3532/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Indeferimento,PREENCHIDA,2,Texto Integral | Voto
2022-12-23,DSP - DESPACHO 3615/2022,DSP,DESPACHO,3615/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Revogação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3627/2022,DSP,DESPACHO,3627/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Despacho de Registro da Adequabilidade do Sumário Executivo,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3642/2022,DSP,DESPACHO,3642/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3643/2022,DSP,DESPACHO,3643/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Revogação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3644/2022,DSP,DESPACHO,3644/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Revogação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3646/2022,DSP,DESPACHO,3646/2022,SPE/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Reconhecimento,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3657/2022,DSP,DESPACHO,3657/2022,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Atendimento,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3658/2022,DSP,DESPACHO,3658/2022,SMA/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Determinação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3659/2022,DSP,DESPACHO,3659/2022,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3660/2022,DSP,DESPACHO,3660/2022,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3662/2022,DSP,DESPACHO,3662/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3663/2022,DSP,DESPACHO,3663/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3664/2022,DSP,DESPACHO,3664/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3665/2022,DSP,DESPACHO,3665/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3666/2022,DSP,DESPACHO,3666/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3667/2022,DSP,DESPACHO,3667/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3668/2022,DSP,DESPACHO,3668/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-23,DSP - DESPACHO 3669/2022,DSP,DESPACHO,3669/2022,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Juízo de mérito,PREENCHIDA,1,Texto Integral
2022-12-23,ECT - EXTRATO DE CONTRATO 026/2022,ECT,EXTRATO DE CONTRATO,026/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Extrato,PREENCHIDA,1,Texto Integral
2022-12-23,ECT - EXTRATO DE CONTRATO 028/2022,ECT,EXTRATO DE CONTRATO,028/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Extrato,NULL,1,Texto Integral
2022-12-23,PRT - PORTARIA 058/2022,PRT,PORTARIA,058/2022,MME,REVOGADA,1,Fixação,PREENCHIDA,1,Texto Integral
2022-12-23,PRT - PORTARIA 1862/2022,PRT,PORTARIA,1862/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-23,PRT - PORTARIA 1863/2022,PRT,PORTARIA,1863/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022-12-23,PRT - PORTARIA 1864/2022,PRT,PORTARIA,1864/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022-12-23,PRT - PORTARIA 1865/2022,PRT,PORTARIA,1865/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Conceituação,NULL,1,Texto Integral
2022-12-23,PRT - PORTARIA 1866/2022,PRT,PORTARIA,1866/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2022-12-23,PRT - PORTARIA 380/2022,PRT,PORTARIA,380/2022,SRH/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Licença para capacitação,NULL,1,Texto Integral
2022-12-23,PRT - PORTARIA 387/2022,PRT,PORTARIA,387/2022,ANEEL,REVOGADA,1,Designação,NULL,1,Texto Integral
2022-12-23,PRT - PORTARIA 388/2022,PRT,PORTARIA,388/2022,SAF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Criação,NULL,1,Texto Integral
2022-12-23,REA - RESOLUÇÃO AUTORIZATIVA 13335/2022,REA,RESOLUÇÃO AUTORIZATIVA,13335/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Declaração de Utilidade Pública,PREENCHIDA,2,Texto Integral | Voto
2022-12-23,REA - RESOLUÇÃO AUTORIZATIVA 13336/2022,REA,RESOLUÇÃO AUTORIZATIVA,13336/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Declaração de Utilidade Pública,PREENCHIDA,2,Texto Integral | Voto
2022-12-23,REH - RESOLUÇÃO HOMOLOGATÓRIA 3165/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3165/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,2,Texto Integral | Voto
2022-12-23,REN - RESOLUÇÃO NORMATIVA 1054/2022,REN,RESOLUÇÃO NORMATIVA,1054/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,6,Texto Integral | Texto Integral | Voto | Anexo I - Módulo 3 | Anexo II - Módulo 3 | Anexo III - Módulo 3
2022-12-21,ATS - AVISO DE TOMADA DE SUBSÍDIOS 028,ATS,AVISO DE TOMADA DE SUBSÍDIOS,028,SMA/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aviso,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3469/2022,DSP,DESPACHO,3469/2022,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anuência,NULL,1,Texto Integral
2022-12-21,DSP - DESPACHO 3594/2022,DSP,DESPACHO,3594/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3609/2022,DSP,DESPACHO,3609/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3611/2022,DSP,DESPACHO,3611/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Negação,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3613/2022,DSP,DESPACHO,3613/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3619/2022,DSP,DESPACHO,3619/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3626/2022,DSP,DESPACHO,3626/2022,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,NULL,1,Texto Integral
2022-12-21,DSP - DESPACHO 3628/2022,DSP,DESPACHO,3628/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Registro,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3637/2022,DSP,DESPACHO,3637/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3638/2022,DSP,DESPACHO,3638/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022-12-21,DSP - DESPACHO 3639/2022,DSP,DESPACHO,3639/2022,SFG/ANEEL,REVOGADA,1,Liberação,PREENCHIDA,1,Texto Integral
2022-12-21,EDT - EDITAL,SEM_MATCH,SEM_MATCH,SEM_MATCH,SLC/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Edital,PREENCHIDA,1,Texto Integral
2022-12-21,PRT - PORTARIA 1855/2022,PRT,PORTARIA,1855/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-21,PRT - PORTARIA 1856/2022,PRT,PORTARIA,1856/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-21,PRT - PORTARIA 1857/2022,PRT,PORTARIA,1857/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Reconhecimento,PREENCHIDA,1,Texto Integral
2022-12-21,PRT - PORTARIA 1858/2022,PRT,PORTARIA,1858/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022-12-21,REA - RESOLUÇÃO AUTORIZATIVA 13323/2022,REA,RESOLUÇÃO AUTORIZATIVA,13323/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Transferência,PREENCHIDA,2,Texto Integral | Voto
2022-12-20,AVS - AVISO,SEM_MATCH,SEM_MATCH,SEM_MATCH,SLC/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aviso,PREENCHIDA,1,Texto Integral
2022-12-20,DSP - DESPACHO 3313/2022,DSP,DESPACHO,3313/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Registro,NULL,1,Texto Integral
2022-12-20,DSP - DESPACHO 3561/2022,DSP,DESPACHO,3561/2022,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anuência,PREENCHIDA,1,Texto Integral
2022-12-20,DSP - DESPACHO 3569/2022,DSP,DESPACHO,3569/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022-12-20,DSP - DESPACHO 3588/2022,DSP,DESPACHO,3588/2022,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anuência (partes relacionadas),PREENCHIDA,1,Texto Integral
2022-12-20,DSP - DESPACHO 3600/2022,DSP,DESPACHO,3600/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Derrogação,PREENCHIDA,1,Texto Integral
2022-12-20,DSP - DESPACHO 3601/2022,DSP,DESPACHO,3601/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022-12-20,DSP - DESPACHO 3602/2022,DSP,DESPACHO,3602/2022,SFE/ANEEL,REVOGADA,1,Redução,PREENCHIDA,1,Texto Integral
2022-12-20,DSP - DESPACHO 3603/2022,DSP,DESPACHO,3603/2022,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anuência,PREENCHIDA,1,Texto Integral
