registro_uid,ano,data_chave,titulo,sigla_titulo,tipo_ato_titulo,numero_titulo,autor,situacao_normalizada,revogada_flag,assunto_normalizado,ementa_status,pdf_ordem,pdf_tipo,url,arquivo,baixado_json,cat_key,is_first_of_kind,score_prioridade,status_processamento,tentativas,mensagem_erro
2016_00207_pdf1,2016,2016-12-19,DSP - DESPACHO 3256/2016,DSP,DESPACHO,3256/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Revogação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163256.pdf,dsp20163256.pdf,True,DSPTexto IntegralRevogação,True,666.0,baixado_local,0,
2016_00207_pdf2,2016,2016-12-19,DSP - DESPACHO 3256/2016,DSP,DESPACHO,3256/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Revogação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163256_1.pdf,adsp20163256_1.pdf,True,DSPVotoRevogação,True,666.0,baixado_local,0,
2016_00208_pdf1,2016,2016-12-19,DSP - DESPACHO 3259/2016,DSP,DESPACHO,3259/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Afastamento,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163259.pdf,dsp20163259.pdf,True,DSPTexto IntegralAfastamento,True,666.0,baixado_local,0,
2016_00208_pdf2,2016,2016-12-19,DSP - DESPACHO 3259/2016,DSP,DESPACHO,3259/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Afastamento,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163259_1.pdf,adsp20163259_1.pdf,True,DSPVotoAfastamento,True,666.0,baixado_local,0,
2016_00209_pdf1,2016,2016-12-19,DSP - DESPACHO 3265/2016,DSP,DESPACHO,3265/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Acolhimento,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163265.pdf,dsp20163265.pdf,True,DSPTexto IntegralAcolhimento,True,666.0,baixado_local,0,
2016_00209_pdf2,2016,2016-12-19,DSP - DESPACHO 3265/2016,DSP,DESPACHO,3265/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Acolhimento,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163265_1.pdf,adsp20163265_1.pdf,True,DSPVotoAcolhimento,True,666.0,baixado_local,0,
2016_00256_pdf1,2016,2016-12-16,REA - RESOLUÇÃO AUTORIZATIVA 6149/2016,REA,RESOLUÇÃO AUTORIZATIVA,6149/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anuência,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166149ti.pdf,rea20166149ti.pdf,True,REATexto IntegralAnuência,True,666.0,baixado_local,0,
2016_00256_pdf2,2016,2016-12-16,REA - RESOLUÇÃO AUTORIZATIVA 6149/2016,REA,RESOLUÇÃO AUTORIZATIVA,6149/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anuência,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area20166149_1.pdf,area20166149_1.pdf,True,REAVotoAnuência,True,666.0,baixado_local,0,
2016_00260_pdf1,2016,2016-12-16,REH - RESOLUÇÃO HOMOLOGATÓRIA 2189/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2189/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Republicação,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/reh20162189ti.pdf,reh20162189ti.pdf,True,REHTexto IntegralRepublicação,True,666.0,baixado_local,0,
2016_00260_pdf2,2016,2016-12-16,REH - RESOLUÇÃO HOMOLOGATÓRIA 2189/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2189/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Republicação,,2,Voto,http://www2.aneel.gov.br/cedoc/areh20162189_1.pdf,areh20162189_1.pdf,True,REHVotoRepublicação,True,666.0,baixado_local,0,
2016_00260_pdf3,2016,2016-12-16,REH - RESOLUÇÃO HOMOLOGATÓRIA 2189/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2189/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Republicação,,3,Nota Técnica,http://www2.aneel.gov.br/cedoc/nreh20162189.pdf,nreh20162189.pdf,True,REHNota TécnicaRepublicação,True,666.0,baixado_local,0,
2016_00276_pdf1,2016,2016-12-15,DSP - DESPACHO 3270/2016,DSP,DESPACHO,3270/2016,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Delegação de Competência,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163270ti.pdf,dsp20163270ti.pdf,True,DSPTexto IntegralDelegação de Competência,True,666.0,baixado_local,0,
2016_00288_pdf1,2016,2016-12-15,PRT - PORTARIA 243/2016,PRT,PORTARIA,243/2016,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Reconhecimento,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016243spde.pdf,prt2016243spde.pdf,True,PRTTexto IntegralReconhecimento,True,666.0,baixado_local,0,
2016_00289_pdf1,2016,2016-12-15,PRT - PORTARIA 705/2016,PRT,PORTARIA,705/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Cancelamento,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016705mme.pdf,prt2016705mme.pdf,True,PRTTexto IntegralCancelamento,True,666.0,baixado_local,0,
2016_00326_pdf1,2016,2016-12-13,DSP - DESPACHO 3194/2016,DSP,DESPACHO,3194/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Exclusão,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163194ti.pdf,dsp20163194ti.pdf,True,DSPTexto IntegralExclusão,True,666.0,baixado_local,0,
2016_00340_pdf1,2016,2016-12-12,DSP - DESPACHO 3172/2016,DSP,DESPACHO,3172/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Indeferimento,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163172.pdf,dsp20163172.pdf,True,DSPTexto IntegralIndeferimento,True,666.0,baixado_local,0,
2016_00340_pdf2,2016,2016-12-12,DSP - DESPACHO 3172/2016,DSP,DESPACHO,3172/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Indeferimento,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163172_1.pdf,adsp20163172_1.pdf,True,DSPVotoIndeferimento,True,666.0,baixado_local,0,
2016_00342_pdf1,2016,2016-12-12,DSP - DESPACHO 3184/2016,DSP,DESPACHO,3184/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Reconhecimento,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163184.pdf,dsp20163184.pdf,True,DSPTexto IntegralReconhecimento,True,666.0,baixado_local,0,
2016_00342_pdf2,2016,2016-12-12,DSP - DESPACHO 3184/2016,DSP,DESPACHO,3184/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Reconhecimento,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163184_1.pdf,adsp20163184_1.pdf,True,DSPVotoReconhecimento,True,666.0,baixado_local,0,
2016_00347_pdf1,2016,2016-12-12,PRT - PORTARIA 4340/2016,PRT,PORTARIA,4340/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Nomeação,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164340.pdf,prt20164340.pdf,True,PRTTexto IntegralNomeação,True,666.0,baixado_local,0,
2016_00347_pdf2,2016,2016-12-12,PRT - PORTARIA 4340/2016,PRT,PORTARIA,4340/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Nomeação,,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164340_1.pdf,aprt20164340_1.pdf,True,PRTVotoNomeação,True,666.0,baixado_local,0,
2016_00350_pdf1,2016,2016-12-12,REA - RESOLUÇÃO AUTORIZATIVA 6145/2016,REA,RESOLUÇÃO AUTORIZATIVA,6145/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Revogação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166145ti.pdf,rea20166145ti.pdf,True,REATexto IntegralRevogação,True,666.0,baixado_local,0,
2016_00350_pdf2,2016,2016-12-12,REA - RESOLUÇÃO AUTORIZATIVA 6145/2016,REA,RESOLUÇÃO AUTORIZATIVA,6145/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Revogação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area20166145_1.pdf,area20166145_1.pdf,True,REAVotoRevogação,True,666.0,baixado_local,0,
2016_00362_pdf1,2016,2016-12-08,DSP - DESPACHO 3195/2016,DSP,DESPACHO,3195/2016,SMA/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Provimento,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163195ti.pdf,dsp20163195ti.pdf,True,DSPTexto IntegralProvimento,True,666.0,baixado_local,0,
2016_00396_pdf1,2016,2016-12-02,DSP - DESPACHO 3099/2016,DSP,DESPACHO,3099/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,ELETROBRAS,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163099.pdf,dsp20163099.pdf,True,DSPTexto IntegralELETROBRAS,True,666.0,baixado_local,0,
2016_00396_pdf2,2016,2016-12-02,DSP - DESPACHO 3099/2016,DSP,DESPACHO,3099/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,ELETROBRAS,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163099_1.pdf,adsp20163099_1.pdf,True,DSPVotoELETROBRAS,True,666.0,baixado_local,0,
2016_00415_pdf2,2016,2016-12-02,PRT - PORTARIA 4300/2016,PRT,PORTARIA,4300/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Exoneração,,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164300_1.pdf,aprt20164300_1.pdf,True,PRTVotoExoneração,True,666.0,baixado_local,0,
2016_00430_pdf1,2016,2016-12-02,PRT - PORTARIA 4331/2016,PRT,PORTARIA,4331/2016,SAF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Criação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164331.pdf,prt20164331.pdf,True,PRTTexto IntegralCriação,True,666.0,baixado_local,0,
2016_00438_pdf1,2016,2016-12-01,DSP - DESPACHO 3021/2016,DSP,DESPACHO,3021/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Inabilitação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163021.pdf,dsp20163021.pdf,True,DSPTexto IntegralInabilitação,True,666.0,baixado_local,0,
2016_00438_pdf2,2016,2016-12-01,DSP - DESPACHO 3021/2016,DSP,DESPACHO,3021/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Inabilitação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163021_1.pdf,adsp20163021_1.pdf,True,DSPVotoInabilitação,True,666.0,baixado_local,0,
2016_00445_pdf1,2016,2016-12-01,DSP - DESPACHO 3098/2016,DSP,DESPACHO,3098/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Declaração,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163098.pdf,dsp20163098.pdf,True,DSPTexto IntegralDeclaração,True,666.0,baixado_local,0,
2016_00445_pdf2,2016,2016-12-01,DSP - DESPACHO 3098/2016,DSP,DESPACHO,3098/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Declaração,,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163098_1.pdf,adsp20163098_1.pdf,True,DSPVotoDeclaração,True,666.0,baixado_local,0,
2016_00446_pdf2,2016,2016-12-01,DSP - DESPACHO 3101/2016,DSP,DESPACHO,3101/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anulação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163101_1.pdf,adsp20163101_1.pdf,True,DSPVotoAnulação,True,666.0,baixado_local,0,
2016_00491_pdf1,2016,2016-11-30,REH - RESOLUÇÃO HOMOLOGATÓRIA 2185/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2185/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Suspensão,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/reh20162185.pdf,reh20162185.pdf,True,REHTexto IntegralSuspensão,True,666.0,baixado_local,0,
2016_00493_pdf1,2016,2016-11-29,DSP - DESPACHO 2993/2016,DSP,DESPACHO,2993/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Transferência,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162993ti.pdf,dsp20162993ti.pdf,True,DSPTexto IntegralTransferência,True,666.0,baixado_local,0,
2016_00513_pdf1,2016,2016-11-29,DSP - DESPACHO 3089/2016,DSP,DESPACHO,3089/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Prorrogação de prazo,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163089ti.pdf,dsp20163089ti.pdf,True,DSPTexto IntegralProrrogação de prazo,True,666.0,baixado_local,0,
2016_00514_pdf1,2016,2016-11-29,DSP - DESPACHO 3090/2016,DSP,DESPACHO,3090/2016,CEL/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Habilitação,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163090.pdf,dsp20163090.pdf,True,DSPTexto IntegralHabilitação,True,666.0,baixado_local,0,
2016_00562_pdf1,2016,2016-11-23,DSP - DESPACHO 2982/2016,DSP,DESPACHO,2982/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Convalidação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162982.pdf,dsp20162982.pdf,True,DSPTexto IntegralConvalidação,True,666.0,baixado_local,0,
2016_00562_pdf2,2016,2016-11-23,DSP - DESPACHO 2982/2016,DSP,DESPACHO,2982/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Convalidação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20162982_1.pdf,adsp20162982_1.pdf,True,DSPVotoConvalidação,True,666.0,baixado_local,0,
2016_00599_pdf1,2016,2016-11-18,DSP - DESPACHO 2955/2016,DSP,DESPACHO,2955/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Efeito suspensivo,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162955.pdf,dsp20162955.pdf,True,DSPTexto IntegralEfeito suspensivo,True,666.0,baixado_local,0,
2016_00599_pdf2,2016,2016-11-18,DSP - DESPACHO 2955/2016,DSP,DESPACHO,2955/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Efeito suspensivo,PREENCHIDA,2,Decisão,http://www2.aneel.gov.br/cedoc/adsp20162955.pdf,adsp20162955.pdf,True,DSPDecisãoEfeito suspensivo,True,666.0,baixado_local,0,
2016_00612_pdf1,2016,2016-11-18,PRT - PORTARIA 4297/2016,PRT,PORTARIA,4297/2016,SRH/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anulação,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164297.pdf,prt20164297.pdf,True,PRTTexto IntegralAnulação,True,666.0,baixado_local,0,
2016_00614_pdf1,2016,2016-11-18,PRT - PORTARIA 622/2016,PRT,PORTARIA,622/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Divulgação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016622mme.pdf,prt2016622mme.pdf,True,PRTTexto IntegralDivulgação,True,666.0,baixado_local,0,
2016_00630_pdf1,2016,2016-11-14,DSP - DESPACHO 2884/2016,DSP,DESPACHO,2884/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aceite,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162884ti.pdf,dsp20162884ti.pdf,True,DSPTexto IntegralAceite,True,666.0,baixado_local,0,
2016_00632_pdf1,2016,2016-11-14,DSP - DESPACHO 2924/2016,DSP,DESPACHO,2924/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Atribuição,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162924.pdf,dsp20162924.pdf,True,DSPTexto IntegralAtribuição,True,666.0,baixado_local,0,
2016_00632_pdf2,2016,2016-11-14,DSP - DESPACHO 2924/2016,DSP,DESPACHO,2924/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Atribuição,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20162924_1.pdf,adsp20162924_1.pdf,True,DSPVotoAtribuição,True,666.0,baixado_local,0,
2016_00650_pdf1,2016,2016-11-14,DSP - DESPACHO 2960/2016,DSP,DESPACHO,2960/2016,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Restauração,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162960ti.pdf,dsp20162960ti.pdf,True,DSPTexto IntegralRestauração,True,666.0,baixado_local,0,
2016_00653_pdf1,2016,2016-11-14,PRT - PORTARIA 611/2016,PRT,PORTARIA,611/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Declaração,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016611mme.pdf,prt2016611mme.pdf,True,PRTTexto IntegralDeclaração,True,666.0,baixado_local,0,
2016_00666_pdf1,2016,2016-11-11,DSP - DESPACHO 2922/2016,DSP,DESPACHO,2922/2016,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162922ti.pdf,dsp20162922ti.pdf,True,DSPTexto IntegralNULL,True,666.0,baixado_local,0,
2016_00672_pdf2,2016,2016-11-11,PRT - PORTARIA 4281/2016,PRT,PORTARIA,4281/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Prorrogação de prazo,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164281_1.pdf,aprt20164281_1.pdf,True,PRTVotoProrrogação de prazo,True,666.0,baixado_local,0,
2016_00715_pdf1,2016,2016-11-07,DSP - DESPACHO 2874/2016,DSP,DESPACHO,2874/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Recomendação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162874.pdf,dsp20162874.pdf,True,DSPTexto IntegralRecomendação,True,666.0,baixado_local,0,
2016_00715_pdf2,2016,2016-11-07,DSP - DESPACHO 2874/2016,DSP,DESPACHO,2874/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Recomendação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20162874_1.pdf,adsp20162874_1.pdf,True,DSPVotoRecomendação,True,666.0,baixado_local,0,
2016_00725_pdf1,2016,2016-11-07,PRT - PORTARIA 4237/2016,PRT,PORTARIA,4237/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Afastamento,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164237.pdf,prt20164237.pdf,True,PRTTexto IntegralAfastamento,True,666.0,baixado_local,0,
2016_00725_pdf2,2016,2016-11-07,PRT - PORTARIA 4237/2016,PRT,PORTARIA,4237/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Afastamento,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164237_1.pdf,aprt20164237_1.pdf,True,PRTVotoAfastamento,True,666.0,baixado_local,0,
2016_00756_pdf2,2016,2016-10-27,DSP - DESPACHO 2828/2016,DSP,DESPACHO,2828/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Prorrogação de prazo,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20162828_1.pdf,adsp20162828_1.pdf,True,DSPVotoProrrogação de prazo,True,666.0,baixado_local,0,
2016_00779_pdf1,2016,2016-10-27,PRT - PORTARIA 4257/2016,PRT,PORTARIA,4257/2016,SRH/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Capacitação técnica,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164257.pdf,prt20164257.pdf,True,PRTTexto IntegralCapacitação técnica,True,666.0,baixado_local,0,
2016_00828_pdf1,2016,2016-10-25,REA - RESOLUÇÃO AUTORIZATIVA 6074/2016,REA,RESOLUÇÃO AUTORIZATIVA,6074/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Transferência,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166074ti.pdf ,rea20166074ti.pdf ,False,REATexto IntegralTransferência,True,666.0,baixado_local,0,
2016_00828_pdf2,2016,2016-10-25,REA - RESOLUÇÃO AUTORIZATIVA 6074/2016,REA,RESOLUÇÃO AUTORIZATIVA,6074/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Transferência,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area20166074_1.pdf ,area20166074_1.pdf ,False,REAVotoTransferência,True,666.0,baixado_local,0,
2016_00863_pdf1,2016,2016-10-21,REA - RESOLUÇÃO AUTORIZATIVA 6082/2016,REA,RESOLUÇÃO AUTORIZATIVA,6082/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Extinção,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166082ti.pdf,rea20166082ti.pdf,True,REATexto IntegralExtinção,True,666.0,baixado_local,0,
2016_00863_pdf2,2016,2016-10-21,REA - RESOLUÇÃO AUTORIZATIVA 6082/2016,REA,RESOLUÇÃO AUTORIZATIVA,6082/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Extinção,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area20166082_1.pdf,area20166082_1.pdf,True,REAVotoExtinção,True,666.0,baixado_local,0,
2016_00885_pdf1,2016,2016-10-20,PRT - PORTARIA 207/2016,PRT,PORTARIA,207/2016,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Restabelecimento,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016207spde.pdf,prt2016207spde.pdf,True,PRTTexto IntegralRestabelecimento,True,666.0,baixado_local,0,
2016_00889_pdf1,2016,2016-10-19,DSP - DESPACHO 2755/2016,DSP,DESPACHO,2755/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Comunicação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162755ti.pdf,dsp20162755ti.pdf,True,DSPTexto IntegralComunicação,True,666.0,baixado_local,0,
2016_00902_pdf2,2016,2016-10-18,DSP - DESPACHO 2745/2016,DSP,DESPACHO,2745/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Declaração,,2,Decisão,http://www2.aneel.gov.br/cedoc/adsp20162745.pdf,adsp20162745.pdf,True,DSPDecisãoDeclaração,True,666.0,baixado_local,0,
2016_00939_pdf1,2016,2016-10-14,DSP - DESPACHO 2717/2016,DSP,DESPACHO,2717/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Retificação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162717.pdf,dsp20162717.pdf,True,DSPTexto IntegralRetificação,True,666.0,baixado_local,0,
2016_00939_pdf2,2016,2016-10-14,DSP - DESPACHO 2717/2016,DSP,DESPACHO,2717/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Retificação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20162717_1.pdf,adsp20162717_1.pdf,True,DSPVotoRetificação,True,666.0,baixado_local,0,
2016_00949_pdf1,2016,2016-10-14,DSP - DESPACHO 2731/2016,DSP,DESPACHO,2731/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Instauração,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162731.pdf,dsp20162731.pdf,True,DSPTexto IntegralInstauração,True,666.0,baixado_local,0,
2016_00949_pdf2,2016,2016-10-14,DSP - DESPACHO 2731/2016,DSP,DESPACHO,2731/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Instauração,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20162731_1.pdf,adsp20162731_1.pdf,True,DSPVotoInstauração,True,666.0,baixado_local,0,
2016_00960_pdf1,2016,2016-10-14,DSP - DESPACHO 2746/2016,DSP,DESPACHO,2746/2016,CRC/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Nomeação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162746.pdf,dsp20162746.pdf,True,DSPTexto IntegralNomeação,True,666.0,baixado_local,0,
2016_00974_pdf1,2016,2016-10-13,PRT - PORTARIA 494/2016,PRT,PORTARIA,494/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Leilão,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016494mme.pdf,prt2016494mme.pdf,True,PRTTexto IntegralLeilão,True,666.0,baixado_local,0,
2016_01024_pdf1,2016,2016-10-05,DSP - DESPACHO 2601/2016,DSP,DESPACHO,2601/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,registra,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20162601ti.pdf,dsp20162601ti.pdf,True,DSPTexto Integralregistra,True,666.0,baixado_local,0,
2016_01024_pdf2,2016,2016-10-05,DSP - DESPACHO 2601/2016,DSP,DESPACHO,2601/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,registra,PREENCHIDA,2,Nota Técnica,http://www2.aneel.gov.br/cedoc/ndsp20162601.pdf,ndsp20162601.pdf,True,DSPNota Técnicaregistra,True,666.0,baixado_local,0,
2016_01033_pdf1,2016,2016-10-05,REA - RESOLUÇÃO AUTORIZATIVA 6049/2016,REA,RESOLUÇÃO AUTORIZATIVA,6049/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Redução,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166049ti.pdf,rea20166049ti.pdf,True,REATexto IntegralRedução,True,666.0,baixado_local,0,
