registro_uid,ano,data_chave,titulo,sigla_titulo,tipo_ato_titulo,numero_titulo,autor,situacao_normalizada,revogada_flag,assunto_normalizado,ementa_status,pdf_ordem,pdf_tipo,url,arquivo,baixado_json,cat_key,is_first_of_kind,score_prioridade,status_processamento,tentativas,mensagem_erro
2021_00028_pdf2,2021,2021-12-31,DSP - DESPACHO 4188/2021,DSP,DESPACHO,4188/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,2,Decisão,https://www2.aneel.gov.br/cedoc/adsp20214188.pdf,adsp20214188.pdf,True,DSPDecisãoFixação,True,701.0,baixado_local,0,
2021_02656_pdf1,2021,2021-08-27,REA - RESOLUÇÃO AUTORIZATIVA 10422/2021,REA,RESOLUÇÃO AUTORIZATIVA,10422/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Registro,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea202110422ti.pdf,rea202110422ti.pdf,True,REATexto IntegralRegistro,True,701.0,baixado_local,0,
2021_02656_pdf2,2021,2021-08-27,REA - RESOLUÇÃO AUTORIZATIVA 10422/2021,REA,RESOLUÇÃO AUTORIZATIVA,10422/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Registro,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area202110422_1.pdf,area202110422_1.pdf,True,REAVotoRegistro,True,701.0,baixado_local,0,
2021_02768_pdf2,2021,2021-08-23,DSP - DESPACHO 2524/2021,DSP,DESPACHO,2524/2021,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,2,Nota Técnica,http://www2.aneel.gov.br/cedoc/ndsp20212524.pdf,ndsp20212524.pdf,True,DSPNota TécnicaAlteração,True,701.0,baixado_local,0,
2021_04825_pdf2,2021,2021-05-12,DSP - DESPACHO 1328/2021,DSP,DESPACHO,1328/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,2,Nota Técnica,http://www2.aneel.gov.br/cedoc/ndsp20211328.pdf,ndsp20211328.pdf,True,DSPNota TécnicaLiberação,True,701.0,baixado_local,0,
2016_00002_pdf1,2016,2016-12-30,DSP - DESPACHO 3386/2016,DSP,DESPACHO,3386/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Registro,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163386ti.pdf,dsp20163386ti.pdf,True,DSPTexto IntegralRegistro,True,696.0,baixado_local,0,
2016_00002_pdf2,2016,2016-12-30,DSP - DESPACHO 3386/2016,DSP,DESPACHO,3386/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Registro,PREENCHIDA,2,Nota Técnica,http://www2.aneel.gov.br/cedoc/ndsp20163386.pdf,ndsp20163386.pdf,True,DSPNota TécnicaRegistro,True,696.0,baixado_local,0,
2016_00008_pdf1,2016,2016-12-30,DSP - DESPACHO 3409/2016,DSP,DESPACHO,3409/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163409ti.pdf,dsp20163409ti.pdf,True,DSPTexto IntegralFixação,True,696.0,baixado_local,0,
2016_00010_pdf1,2016,2016-12-30,DSP - DESPACHO 3411/2016,DSP,DESPACHO,3411/2016,SFF/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163411.pdf,dsp20163411.pdf,True,DSPTexto IntegralAprovação,True,696.0,baixado_local,0,
2016_00012_pdf1,2016,2016-12-30,DSP - DESPACHO 3416/2016,DSP,DESPACHO,3416/2016,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163416ti.pdf,dsp20163416ti.pdf,True,DSPTexto IntegralLiberação,True,696.0,baixado_local,0,
2016_00013_pdf1,2016,2016-12-30,PRT - PORTARIA 267/2016,PRT,PORTARIA,267/2016,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016267spde.pdf,prt2016267spde.pdf,True,PRTTexto IntegralAprovação,True,696.0,baixado_local,0,
2016_00036_pdf1,2016,2016-12-29,PRT - PORTARIA 4382/2016,PRT,PORTARIA,4382/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20164382.pdf,prt20164382.pdf,True,PRTTexto IntegralAutorização,True,696.0,baixado_local,0,
2016_00037_pdf1,2016,2016-12-29,REH - RESOLUÇÃO HOMOLOGATÓRIA 2190/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2190/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/reh20162190ti.pdf,reh20162190ti.pdf,True,REHTexto IntegralFixação,True,696.0,baixado_local,0,
2016_00054_pdf1,2016,2016-12-28,PRT - PORTARIA 714/2016,PRT,PORTARIA,714/2016,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016714mme.pdf,prt2016714mme.pdf,True,PRTTexto IntegralFixação,True,696.0,baixado_local,0,
2016_00058_pdf1,2016,2016-12-27,DSP - DESPACHO 3337/2016,DSP,DESPACHO,3337/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163337ti.pdf,dsp20163337ti.pdf,True,DSPTexto IntegralAlteração,True,696.0,baixado_local,0,
2016_00103_pdf2,2016,2016-12-23,PRT - PORTARIA 4361/2016,PRT,PORTARIA,4361/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164361_1.pdf,aprt20164361_1.pdf,True,PRTVotoAprovação,True,696.0,baixado_local,0,
2016_00104_pdf2,2016,2016-12-23,PRT - PORTARIA 4362/2016,PRT,PORTARIA,4362/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164362_1.pdf,aprt20164362_1.pdf,True,PRTVotoAutorização,True,696.0,baixado_local,0,
2016_00162_pdf2,2016,2016-12-21,PRT - PORTARIA 4372/2016,PRT,PORTARIA,4372/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164372_1.pdf,aprt20164372_1.pdf,True,PRTVotoFixação,True,696.0,baixado_local,0,
2016_00163_pdf2,2016,2016-12-21,REH - RESOLUÇÃO HOMOLOGATÓRIA 2193/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2193/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/areh20162193_1.pdf,areh20162193_1.pdf,True,REHVotoFixação,True,696.0,baixado_local,0,
2016_00163_pdf3,2016,2016-12-21,REH - RESOLUÇÃO HOMOLOGATÓRIA 2193/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2193/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,3,Nota Técnica,http://www2.aneel.gov.br/cedoc/nreh20162193.pdf,nreh20162193.pdf,True,REHNota TécnicaFixação,True,696.0,baixado_local,0,
2016_00194_pdf1,2016,2016-12-20,DSP - DESPACHO 3330/2016,DSP,DESPACHO,3330/2016,SRG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163330.pdf,dsp20163330.pdf,True,DSPTexto IntegralHomologação,True,696.0,baixado_local,0,
2016_00195_pdf1,2016,2016-12-20,REA - RESOLUÇÃO AUTORIZATIVA 6157/2016,REA,RESOLUÇÃO AUTORIZATIVA,6157/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166157ti.pdf,rea20166157ti.pdf,True,REATexto IntegralAprovação,True,696.0,baixado_local,0,
2016_00195_pdf2,2016,2016-12-20,REA - RESOLUÇÃO AUTORIZATIVA 6157/2016,REA,RESOLUÇÃO AUTORIZATIVA,6157/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,,2,Voto,http://www2.aneel.gov.br/cedoc/area20166157_1.pdf,area20166157_1.pdf,True,REAVotoAprovação,True,696.0,baixado_local,0,
2016_00197_pdf1,2016,2016-12-20,REH - RESOLUÇÃO HOMOLOGATÓRIA 2194/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2194/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/reh20162194ti.pdf,reh20162194ti.pdf,True,REHTexto IntegralHomologação,True,696.0,baixado_local,0,
2016_00197_pdf2,2016,2016-12-20,REH - RESOLUÇÃO HOMOLOGATÓRIA 2194/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2194/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/areh20162194_1.pdf,areh20162194_1.pdf,True,REHVotoHomologação,True,696.0,baixado_local,0,
2016_00197_pdf3,2016,2016-12-20,REH - RESOLUÇÃO HOMOLOGATÓRIA 2194/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2194/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,3,Nota Técnica,http://www2.aneel.gov.br/cedoc/nreh20162194.pdf,nreh20162194.pdf,True,REHNota TécnicaHomologação,True,696.0,baixado_local,0,
2016_00225_pdf1,2016,2016-12-19,REA - RESOLUÇÃO AUTORIZATIVA 6146/2016,REA,RESOLUÇÃO AUTORIZATIVA,6146/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166146ti.pdf,rea20166146ti.pdf,True,REATexto IntegralAlteração,True,696.0,baixado_local,0,
2016_00225_pdf2,2016,2016-12-19,REA - RESOLUÇÃO AUTORIZATIVA 6146/2016,REA,RESOLUÇÃO AUTORIZATIVA,6146/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area20166146_1.pdf,area20166146_1.pdf,True,REAVotoAlteração,True,696.0,baixado_local,0,
2016_00228_pdf1,2016,2016-12-19,REA - RESOLUÇÃO AUTORIZATIVA 6152/2016,REA,RESOLUÇÃO AUTORIZATIVA,6152/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166152ti.pdf,rea20166152ti.pdf,True,REATexto IntegralAutorização,True,696.0,baixado_local,0,
2016_00228_pdf2,2016,2016-12-19,REA - RESOLUÇÃO AUTORIZATIVA 6152/2016,REA,RESOLUÇÃO AUTORIZATIVA,6152/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area20166152_1.pdf,area20166152_1.pdf,True,REAVotoAutorização,True,696.0,baixado_local,0,
2016_00230_pdf1,2016,2016-12-19,REA - RESOLUÇÃO AUTORIZATIVA 6154/2016,REA,RESOLUÇÃO AUTORIZATIVA,6154/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20166154ti.pdf,rea20166154ti.pdf,True,REATexto IntegralFixação,True,696.0,baixado_local,0,
2016_00230_pdf2,2016,2016-12-19,REA - RESOLUÇÃO AUTORIZATIVA 6154/2016,REA,RESOLUÇÃO AUTORIZATIVA,6154/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area20166154_1.pdf,area20166154_1.pdf,True,REAVotoFixação,True,696.0,baixado_local,0,
2016_00259_pdf1,2016,2016-12-16,REH - RESOLUÇÃO HOMOLOGATÓRIA 2186/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2186/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/reh20162186.pdf,reh20162186.pdf,True,REHTexto IntegralAlteração,True,696.0,baixado_local,0,
2016_00259_pdf2,2016,2016-12-16,REH - RESOLUÇÃO HOMOLOGATÓRIA 2186/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2186/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/areh20162186_1.pdf,areh20162186_1.pdf,True,REHVotoAlteração,True,696.0,baixado_local,0,
2016_00277_pdf1,2016,2016-12-15,DSP - DESPACHO 3271/2016,DSP,DESPACHO,3271/2016,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20163271ti.pdf,dsp20163271ti.pdf,True,DSPTexto IntegralAutorização,True,696.0,baixado_local,0,
2016_00345_pdf2,2016,2016-12-12,DSP - DESPACHO 3203/2016,DSP,DESPACHO,3203/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163203_1.pdf,adsp20163203_1.pdf,True,DSPVotoAprovação,True,696.0,baixado_local,0,
2016_00389_pdf2,2016,2016-12-02,DSP - DESPACHO 3050/2016,DSP,DESPACHO,3050/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163050_1.pdf,adsp20163050_1.pdf,True,DSPVotoHomologação,True,696.0,baixado_local,0,
2016_00449_pdf2,2016,2016-12-01,DSP - DESPACHO 3113/2016,DSP,DESPACHO,3113/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20163113_1.pdf,adsp20163113_1.pdf,True,DSPVotoAlteração,True,696.0,baixado_local,0,
2016_00563_pdf2,2016,2016-11-23,DSP - DESPACHO 2983/2016,DSP,DESPACHO,2983/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20162983_1.pdf,adsp20162983_1.pdf,True,DSPVotoAutorização,True,696.0,baixado_local,0,
2016_00582_pdf1,2016,2016-11-23,REH - RESOLUÇÃO HOMOLOGATÓRIA 2172/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2172/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/reh20162172ti.pdf,reh20162172ti.pdf,True,REHTexto IntegralAprovação,True,696.0,baixado_local,0,
2016_00582_pdf2,2016,2016-11-23,REH - RESOLUÇÃO HOMOLOGATÓRIA 2172/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2172/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/areh20162172_1.pdf,areh20162172_1.pdf,True,REHVotoAprovação,True,696.0,baixado_local,0,
2016_00910_pdf2,2016,2016-10-18,DSP - DESPACHO 2769/2016,DSP,DESPACHO,2769/2016,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,2,Nota Técnica,http://www2.aneel.gov.br/cedoc/ndsp20162769.pdf,ndsp20162769.pdf,True,DSPNota TécnicaAprovação,True,696.0,baixado_local,0,
2016_00925_pdf2,2016,2016-10-17,DSP - DESPACHO 2760/2016,DSP,DESPACHO,2760/2016,SGT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,2,Nota Técnica,http://www2.aneel.gov.br/cedoc/ndsp20162760.pdf,ndsp20162760.pdf,True,DSPNota TécnicaHomologação,True,696.0,baixado_local,0,
2016_01373_pdf2,2016,2016-09-12,PRT - PORTARIA 4171/2016,PRT,PORTARIA,4171/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20164171_1.pdf,aprt20164171_1.pdf,True,PRTVotoAlteração,True,696.0,baixado_local,0,
2016_01887_pdf2,2016,2016-07-28,DSP - DESPACHO 2012/2016,DSP,DESPACHO,2012/2016,SGT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,2,Nota Técnica,http://www2.aneel.gov.br/cedoc/ndsp20162012.pdf,ndsp20162012.pdf,True,DSPNota TécnicaFixação,True,696.0,baixado_local,0,
2016_02309_pdf3,2016,2016-06-22,REH - RESOLUÇÃO HOMOLOGATÓRIA 2079/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2079/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,3,Nota Técnica,http://www2.aneel.gov.br/cedoc/nreh20162079.pdf,nreh20162079.pdf,True,REHNota TécnicaAprovação,True,696.0,baixado_local,0,
2016_02359_pdf2,2016,2016-06-02,DSP - DESPACHO 1402/2016,DSP,DESPACHO,1402/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20161402_1.pdf,adsp20161402_1.pdf,True,DSPVotoFixação,True,696.0,baixado_local,0,
2016_02998_pdf1,2016,2016-04-11,PRT - PORTARIA 3927/2016,PRT,PORTARIA,3927/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt20163927.pdf,prt20163927.pdf,True,PRTTexto IntegralHomologação,True,696.0,baixado_local,0,
2016_02998_pdf2,2016,2016-04-11,PRT - PORTARIA 3927/2016,PRT,PORTARIA,3927/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20163927_1.pdf,aprt20163927_1.pdf,True,PRTVotoHomologação,True,696.0,baixado_local,0,
2016_00006_pdf2,2016,2016-12-30,DSP - DESPACHO 3407/2016,DSP,DESPACHO,3407/2016,SCG/ANEEL,REVOGADA,1,Registro,PREENCHIDA,2,Decisão,https://www2.aneel.gov.br/cedoc/Decis%C3%A3o_Judicial.pdf,Decis%C3%A3o_Judicial.pdf,True,DSPDecisãoRegistro,True,686.0,baixado_local,0,
2016_00129_pdf1,2016,2016-12-22,PRT - PORTARIA 711/2016,PRT,PORTARIA,711/2016,MME,REVOGADA,1,Alteração,,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2016711mme.pdf,prt2016711mme.pdf,True,PRTTexto IntegralAlteração,True,686.0,baixado_local,0,
2016_00721_pdf2,2016,2016-11-07,DSP - DESPACHO 2911/2016,DSP,DESPACHO,2911/2016,SCG/ANEEL,REVOGADA,1,Registro,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/ndsp20162911.pdf,ndsp20162911.pdf,True,DSPVotoRegistro,True,686.0,baixado_local,0,
2022_00027_pdf1,2022,2022-12-29,DSP - DESPACHO 3640/2022,DSP,DESPACHO,3640/2022,SPE/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Reconhecida,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20223640ti.pdf,dsp20223640ti.pdf,True,DSPTexto IntegralReconhecida,True,672.0,baixado_local,0,
2022_00162_pdf1,2022,2022-12-19,REA - RESOLUÇÃO AUTORIZATIVA 13297/2022,REA,RESOLUÇÃO AUTORIZATIVA,13297/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Outorga,,1,Texto Integral,https://www2.aneel.gov.br/cedoc/rea202213297ti.pdf,rea202213297ti.pdf,True,REATexto IntegralOutorga,True,672.0,baixado_local,0,
2022_00162_pdf2,2022,2022-12-19,REA - RESOLUÇÃO AUTORIZATIVA 13297/2022,REA,RESOLUÇÃO AUTORIZATIVA,13297/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Outorga,,2,Voto,https://www2.aneel.gov.br/cedoc/area202213297_1.pdf,area202213297_1.pdf,True,REAVotoOutorga,True,672.0,baixado_local,0,
2022_00412_pdf1,2022,2022-12-08,REA - RESOLUÇÃO AUTORIZATIVA 13249/2022,REA,RESOLUÇÃO AUTORIZATIVA,13249/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Empresa Desenvolvedora de Empreendimentos Energéticos Ltda,PREENCHIDA,1,Texto Integral,https://www2.aneel.gov.br/cedoc/rea202213249ti.pdf,rea202213249ti.pdf,True,REATexto IntegralEmpresa Desenvolvedora de Empreendimentos Energéticos Ltda,True,672.0,baixado_local,0,
2022_00412_pdf2,2022,2022-12-08,REA - RESOLUÇÃO AUTORIZATIVA 13249/2022,REA,RESOLUÇÃO AUTORIZATIVA,13249/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Empresa Desenvolvedora de Empreendimentos Energéticos Ltda,PREENCHIDA,2,Voto,https://www2.aneel.gov.br/cedoc/area202213249_1.pdf,area202213249_1.pdf,True,REAVotoEmpresa Desenvolvedora de Empreendimentos Energéticos Ltda,True,672.0,baixado_local,0,
2022_00432_pdf1,2022,2022-12-07,DSP - DESPACHO 3402/2022,DSP,DESPACHO,3402/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Desconhecimento,PREENCHIDA,1,Texto Integral,https://www2.aneel.gov.br/cedoc/dsp20223402.pdf,dsp20223402.pdf,True,DSPTexto IntegralDesconhecimento,True,672.0,baixado_local,0,
2022_00432_pdf2,2022,2022-12-07,DSP - DESPACHO 3402/2022,DSP,DESPACHO,3402/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Desconhecimento,PREENCHIDA,2,Voto,https://www2.aneel.gov.br/cedoc/adsp20223402_1.pdf,adsp20223402_1.pdf,True,DSPVotoDesconhecimento,True,672.0,baixado_local,0,
2022_00533_pdf2,2022,2022-12-02,DSP - DESPACHO 3444/2022,DSP,DESPACHO,3444/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Concessão,PREENCHIDA,2,Voto,https://www2.aneel.gov.br/cedoc/adsp20223444_1.pdf,adsp20223444_1.pdf,True,DSPVotoConcessão,True,672.0,baixado_local,0,
2022_00537_pdf1,2022,2022-12-02,DSP - DESPACHO 3450/2022,DSP,DESPACHO,3450/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,UHE Jequié,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20223450ti.pdf,dsp20223450ti.pdf,True,DSPTexto IntegralUHE Jequié,True,672.0,baixado_local,0,
2022_00616_pdf2,2022,2022-11-29,DSP - DESPACHO 3310/2022,DSP,DESPACHO,3310/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Anuência (transferência de controle societário),PREENCHIDA,2,Voto,https://www2.aneel.gov.br/cedoc/adsp20223310_1.pdf,adsp20223310_1.pdf,True,DSPVotoAnuência (transferência de controle societário),True,672.0,baixado_local,0,
2022_00633_pdf1,2022,2022-11-29,PRT - PORTARIA 6789/2022,PRT,PORTARIA,6789/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Comissão Permanente de Avaliação de Documentos Sigilosos,,1,Texto Integral,https://www2.aneel.gov.br/cedoc/prt20226789.pdf,prt20226789.pdf,True,PRTTexto IntegralComissão Permanente de Avaliação de Documentos Sigilosos,True,672.0,baixado_local,0,
2022_00633_pdf2,2022,2022-11-29,PRT - PORTARIA 6789/2022,PRT,PORTARIA,6789/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Comissão Permanente de Avaliação de Documentos Sigilosos,,2,Voto,https://www2.aneel.gov.br/cedoc/aprt20226789_1.pdf,aprt20226789_1.pdf,True,PRTVotoComissão Permanente de Avaliação de Documentos Sigilosos,True,672.0,baixado_local,0,
2022_00660_pdf1,2022,2022-11-25,DSP - DESPACHO 3183/2022,DSP,DESPACHO,3183/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Pedido de reconsideração,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20223183.pdf,dsp20223183.pdf,True,DSPTexto IntegralPedido de reconsideração,True,672.0,baixado_local,0,
2022_00660_pdf2,2022,2022-11-25,DSP - DESPACHO 3183/2022,DSP,DESPACHO,3183/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Pedido de reconsideração,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/adsp20223183_1.pdf,adsp20223183_1.pdf,True,DSPVotoPedido de reconsideração,True,672.0,baixado_local,0,
2022_00930_pdf1,2022,2022-11-18,DSP - DESPACHO 3257/2022,DSP,DESPACHO,3257/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alg Empreendimentos Imobiliários Ltda,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20223257ti.pdf,dsp20223257ti.pdf,True,DSPTexto IntegralAlg Empreendimentos Imobiliários Ltda,True,672.0,baixado_local,0,
2022_00952_pdf1,2022,2022-11-17,DSP - DESPACHO 3239/2022,DSP,DESPACHO,3239/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Outorga,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20223239ti.pdf,dsp20223239ti.pdf,True,DSPTexto IntegralOutorga,True,672.0,baixado_local,0,
2022_01056_pdf1,2022,2022-11-09,DSP - DESPACHO 3204/2022,DSP,DESPACHO,3204/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Optima Geração de Energia Ltda,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/dsp20223204ti.pdf,dsp20223204ti.pdf,True,DSPTexto IntegralOptima Geração de Energia Ltda,True,672.0,baixado_local,0,
