registro_uid,ano,data_chave,titulo,sigla_titulo,tipo_ato_titulo,numero_titulo,autor,situacao_normalizada,revogada_flag,assunto_normalizado,ementa_status,pdf_ordem,pdf_tipo
2016_03426_pdf3,2016,2016-03-14,DSP - DESPACHO 585/2016,DSP,DESPACHO,585/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Conhecimento,PREENCHIDA,3,Nota Técnica
2022_00341_pdf3,2022,2022-12-08,DSP - DESPACHO 3424/2022,DSP,DESPACHO,3424/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,,3,Anexos
2022_01751_pdf2,2022,2022-10-05,DSP - DESPACHO 2852/2022,DSP,DESPACHO,2852/2022,SRT/SRG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,2,Anexos - Submódulos
2022_02924_pdf4,2022,2022-08-17,REH - RESOLUÇÃO HOMOLOGATÓRIA 3095/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3095/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,4,Simulador de Tarifas
2022_03018_pdf2,2022,2022-08-12,DSP - DESPACHO 1772/2022,DSP,DESPACHO,1772/2022,SRT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,2,Anexos-Submódulos
2022_03614_pdf4,2022,2022-07-14,REH - RESOLUÇÃO HOMOLOGATÓRIA 3066/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3066/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,4,Base de Dados
2022_03614_pdf5,2022,2022-07-14,REH - RESOLUÇÃO HOMOLOGATÓRIA 3066/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3066/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,5,Programa Nodal
2022_03838_pdf3,2022,2022-07-04,REH - RESOLUÇÃO HOMOLOGATÓRIA 3104/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3104/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,3,Planilhas de Cálculo
2022_07328_pdf3,2022,2022-01-13,DSP - DESPACHO 060/2022,DSP,DESPACHO,060/2022,SGT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,3,Anexo
2021_01589_pdf3,2021,2021-10-13,REH - RESOLUÇÃO HOMOLOGATÓRIA 2959/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2959/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,3,Anexos
2021_02742_pdf3,2021,2021-08-25,REH - RESOLUÇÃO HOMOLOGATÓRIA 2926/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2926/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,3,Base de daos
2021_03094_pdf3,2021,2021-07-29,DSP - DESPACHO 2278/2021,DSP,DESPACHO,2278/2021,SGT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,3,Memória de Cálculo
2021_03240_pdf4,2021,2021-07-22,REH - RESOLUÇÃO HOMOLOGATÓRIA 2902/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2902/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,,4,Memória de Cálculo
2021_03297_pdf3,2021,2021-07-19,REH - RESOLUÇÃO HOMOLOGATÓRIA 2894/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2894/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,3,Anexo - Base de Dados da TUSDg
2021_04576_pdf3,2021,2021-05-26,REH - RESOLUÇÃO HOMOLOGATÓRIA 2875/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2875/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,3,Base de Dados A-4 e A-5
2021_04716_pdf4,2021,2021-05-19,REH - RESOLUÇÃO HOMOLOGATÓRIA 2869/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2869/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,4,Base de Dados – Base A-3_2021
2021_04716_pdf5,2021,2021-05-19,REH - RESOLUÇÃO HOMOLOGATÓRIA 2869/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2869/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,5,Base de Dados – Base A-4_2021
2021_05486_pdf3,2021,2021-04-06,DSP - DESPACHO 939/2021,DSP,DESPACHO,939/2021,SGT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,3,Memória de cálculo - Encargo Conta Covid.
2021_05862_pdf2,2021,2021-03-15,DSP - DESPACHO 692/2021,DSP,DESPACHO,692/2021,SGT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,2,Anexo - Planilha
2016_01957_pdf3,2016,2016-07-22,REH - RESOLUÇÃO HOMOLOGATÓRIA 2107/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2107/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,,3,Planilhas
2016_02168_pdf5,2016,2016-06-30,REH - RESOLUÇÃO HOMOLOGATÓRIA 2098/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2098/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,5,NT 200-2016-SCT-ANEEL
2016_02168_pdf6,2016,2016-06-30,REH - RESOLUÇÃO HOMOLOGATÓRIA 2098/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2098/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,6,NT 205-2016-SGT-ANEEL
2016_02168_pdf7,2016,2016-06-30,REH - RESOLUÇÃO HOMOLOGATÓRIA 2098/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2098/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,7,NT 209-2016-SGT-ANEEL
2016_02170_pdf3,2016,2016-06-30,REH - RESOLUÇÃO HOMOLOGATÓRIA 2100/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2100/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,3,Base de dados TUSDg 2016_2017
2016_03070_pdf2,2016,2016-04-07,PRT - PORTARIA 3936/2016,PRT,PORTARIA,3936/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,,2,Anexo I
2016_04120_pdf4,2016,2016-01-25,REH - RESOLUÇÃO HOMOLOGATÓRIA 2014/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2014/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,4,RAG - Resultado Leilão 2015 UHE
2022_03957_pdf3,2022,2022-06-27,PRT - PORTARIA 6764/2022,PRT,PORTARIA,6764/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Determinação,PREENCHIDA,3,Anexos
2022_04374_pdf4,2022,2022-06-07,DSP - DESPACHO 1425/2022,DSP,DESPACHO,1425/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Pedido de reconsideração,PREENCHIDA,4,Anexos
2021_03971_pdf3,2021,2021-06-18,DSP - DESPACHO 1698/2021,DSP,DESPACHO,1698/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Juízo de reconsideração,PREENCHIDA,3,Anexos
2021_05121_pdf2,2021,2021-04-27,DSP - DESPACHO 1154/2021,DSP,DESPACHO,1154/2021,SGT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Publicação,PREENCHIDA,2,Base de Dados
2016_03654_pdf4,2016,2016-03-01,REH - RESOLUÇÃO HOMOLOGATÓRIA 2021/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2021/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Definição (Filosofia),,4,Base de Dados
2016_03654_pdf5,2016,2016-03-01,REH - RESOLUÇÃO HOMOLOGATÓRIA 2021/2016,REH,RESOLUÇÃO HOMOLOGATÓRIA,2021/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Definição (Filosofia),,5,Programa Nodal_V52
2021_00395_pdf4,2021,2021-12-15,REN - RESOLUÇÃO NORMATIVA 956/2021,REN,RESOLUÇÃO NORMATIVA,956/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,4,Anexos
2021_04673_pdf4,2021,2021-05-24,REN - RESOLUÇÃO NORMATIVA 934/2021,REN,RESOLUÇÃO NORMATIVA,934/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,4,"Planilha de Detalhamento Custo dos Relatórios R2, R3, R4, R5"
2021_00155_pdf4,2021,2021-12-23,REN - RESOLUÇÃO NORMATIVA 960/2021,REN,RESOLUÇÃO NORMATIVA,960/2021,ANEEL,REVOGADA,1,Aprovação,,4,Anexos
2021_00156_pdf4,2021,2021-12-23,REN - RESOLUÇÃO NORMATIVA 965/2021,REN,RESOLUÇÃO NORMATIVA,965/2021,ANEEL,REVOGADA,1,Alteração,PREENCHIDA,4,Anexos
2016_00038_pdf4,2016,2016-12-29,REN - RESOLUÇÃO NORMATIVA 756/2016,REN,RESOLUÇÃO NORMATIVA,756/2016,ANEEL,REVOGADA,1,Aprovação,PREENCHIDA,4,Anexos - Módulos
2016_00237_pdf4,2016,2016-12-19,REN - RESOLUÇÃO NORMATIVA 755/2016,REN,RESOLUÇÃO NORMATIVA,755/2016,ANEEL,REVOGADA,1,Aprovação,,4,Anexo
2016_01545_pdf4,2016,2016-08-29,REN - RESOLUÇÃO NORMATIVA 731/2016,REN,RESOLUÇÃO NORMATIVA,731/2016,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Conceituação,PREENCHIDA,4,Anexos
2022_05122_pdf1,2022,2022-05-04,PRT - PORTARIA 1327/2022,PRT,PORTARIA,1327/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022_05123_pdf1,2022,2022-05-04,PRT - PORTARIA 1328/2022,PRT,PORTARIA,1328/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022_05144_pdf2,2022,2022-05-04,REA - RESOLUÇÃO AUTORIZATIVA 11754/2022,REA,RESOLUÇÃO AUTORIZATIVA,11754/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_05239_pdf1,2022,2022-04-29,DSP - DESPACHO 1103/2022,DSP,DESPACHO,1103/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_05738_pdf1,2022,2022-04-08,DSP - DESPACHO 920/2022,DSP,DESPACHO,920/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022_05754_pdf1,2022,2022-04-07,DSP - DESPACHO 907/2022,DSP,DESPACHO,907/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_05869_pdf2,2022,2022-04-01,REA - RESOLUÇÃO AUTORIZATIVA 11439/2022,REA,RESOLUÇÃO AUTORIZATIVA,11439/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,,2,Voto
2022_06078_pdf1,2022,2022-03-24,PRT - PORTARIA 1278/2022,PRT,PORTARIA,1278/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2021_00367_pdf1,2021,2021-12-15,DSP - DESPACHO 3982/2021,DSP,DESPACHO,3982/2021,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2021_00368_pdf1,2021,2021-12-15,DSP - DESPACHO 3983/2021,DSP,DESPACHO,3983/2021,SCG/ANEEL,,0,Alteração,PREENCHIDA,1,Texto Integral
2021_00377_pdf1,2021,2021-12-15,DSP - DESPACHO 4000/2021,DSP,DESPACHO,4000/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00378_pdf1,2021,2021-12-15,DSP - DESPACHO 4001/2021,DSP,DESPACHO,4001/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00519_pdf3,2021,2021-12-10,REH - RESOLUÇÃO HOMOLOGATÓRIA 2990/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2990/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,3,Nota Técnica
2021_00696_pdf1,2021,2021-11-30,PRT - PORTARIA 1093/2021,PRT,PORTARIA,1093/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2021_00730_pdf1,2021,2021-11-26,DSP - DESPACHO 3767/2021,DSP,DESPACHO,3767/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00731_pdf1,2021,2021-11-26,DSP - DESPACHO 3768/2021,DSP,DESPACHO,3768/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00732_pdf1,2021,2021-11-26,DSP - DESPACHO 3769/2021,DSP,DESPACHO,3769/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00733_pdf1,2021,2021-11-26,DSP - DESPACHO 3770/2021,DSP,DESPACHO,3770/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00734_pdf1,2021,2021-11-26,DSP - DESPACHO 3771/2021,DSP,DESPACHO,3771/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00735_pdf1,2021,2021-11-26,DSP - DESPACHO 3772/2021,DSP,DESPACHO,3772/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00736_pdf1,2021,2021-11-26,DSP - DESPACHO 3773/2021,DSP,DESPACHO,3773/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00737_pdf1,2021,2021-11-26,PRT - PORTARIA 1086/2021,PRT,PORTARIA,1086/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2021_00738_pdf1,2021,2021-11-26,PRT - PORTARIA 1087/2021,PRT,PORTARIA,1087/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2021_00757_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10895/2021,REA,RESOLUÇÃO AUTORIZATIVA,10895/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00757_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10895/2021,REA,RESOLUÇÃO AUTORIZATIVA,10895/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00758_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10896/2021,REA,RESOLUÇÃO AUTORIZATIVA,10896/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00758_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10896/2021,REA,RESOLUÇÃO AUTORIZATIVA,10896/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00759_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10897/2021,REA,RESOLUÇÃO AUTORIZATIVA,10897/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00759_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10897/2021,REA,RESOLUÇÃO AUTORIZATIVA,10897/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00760_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10898/2021,REA,RESOLUÇÃO AUTORIZATIVA,10898/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00760_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10898/2021,REA,RESOLUÇÃO AUTORIZATIVA,10898/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00761_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10899/2021,REA,RESOLUÇÃO AUTORIZATIVA,10899/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00761_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10899/2021,REA,RESOLUÇÃO AUTORIZATIVA,10899/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00762_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10900/2021,REA,RESOLUÇÃO AUTORIZATIVA,10900/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00762_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10900/2021,REA,RESOLUÇÃO AUTORIZATIVA,10900/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00763_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10901/2021,REA,RESOLUÇÃO AUTORIZATIVA,10901/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00763_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10901/2021,REA,RESOLUÇÃO AUTORIZATIVA,10901/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00764_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10902/2021,REA,RESOLUÇÃO AUTORIZATIVA,10902/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00764_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10902/2021,REA,RESOLUÇÃO AUTORIZATIVA,10902/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00765_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10903/2021,REA,RESOLUÇÃO AUTORIZATIVA,10903/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00765_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10903/2021,REA,RESOLUÇÃO AUTORIZATIVA,10903/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2021_00766_pdf1,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10904/2021,REA,RESOLUÇÃO AUTORIZATIVA,10904/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2021_00766_pdf2,2021,2021-11-26,REA - RESOLUÇÃO AUTORIZATIVA 10904/2021,REA,RESOLUÇÃO AUTORIZATIVA,10904/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,2,Voto
2021_00775_pdf1,2021,2021-11-24,DSP - DESPACHO 3672/2021,DSP,DESPACHO,3672/2021,SGT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2021_00776_pdf1,2021,2021-11-24,DSP - DESPACHO 3697/2021,DSP,DESPACHO,3697/2021,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2021_00779_pdf1,2021,2021-11-24,DSP - DESPACHO 3733/2021,DSP,DESPACHO,3733/2021,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral
2021_00780_pdf1,2021,2021-11-24,DSP - DESPACHO 3740/2021,DSP,DESPACHO,3740/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00781_pdf1,2021,2021-11-24,PRT - PORTARIA 319/2021,PRT,PORTARIA,319/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2021_00783_pdf1,2021,2021-11-23,DSP - DESPACHO 3723/2021,DSP,DESPACHO,3723/2021,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral
2021_00784_pdf1,2021,2021-11-23,DSP - DESPACHO 3728/2021,DSP,DESPACHO,3728/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00785_pdf1,2021,2021-11-23,DSP - DESPACHO 3729/2021,DSP,DESPACHO,3729/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00786_pdf1,2021,2021-11-23,DSP - DESPACHO 3730/2021,DSP,DESPACHO,3730/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00788_pdf1,2021,2021-11-23,DSP - DESPACHO 3732/2021,DSP,DESPACHO,3732/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00793_pdf1,2021,2021-11-23,PRT - PORTARIA 1061/2021,PRT,PORTARIA,1061/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2021_00794_pdf1,2021,2021-11-23,PRT - PORTARIA 1062/2021,PRT,PORTARIA,1062/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2021_00795_pdf1,2021,2021-11-23,PRT - PORTARIA 1063/2021,PRT,PORTARIA,1063/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2021_00796_pdf1,2021,2021-11-23,PRT - PORTARIA 1064/2021,PRT,PORTARIA,1064/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2021_00797_pdf1,2021,2021-11-23,PRT - PORTARIA 1077/2021,PRT,PORTARIA,1077/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2021_00798_pdf1,2021,2021-11-23,PRT - PORTARIA 1078/2021,PRT,PORTARIA,1078/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2021_00799_pdf1,2021,2021-11-23,PRT - PORTARIA 1079/2021,PRT,PORTARIA,1079/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2021_00800_pdf1,2021,2021-11-23,PRT - PORTARIA 1080/2021,PRT,PORTARIA,1080/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2021_00801_pdf1,2021,2021-11-23,PRT - PORTARIA 1081/2021,PRT,PORTARIA,1081/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2021_00808_pdf1,2021,2021-11-22,DSP - DESPACHO 3713/2021,DSP,DESPACHO,3713/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00809_pdf1,2021,2021-11-22,DSP - DESPACHO 3714/2021,DSP,DESPACHO,3714/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00810_pdf1,2021,2021-11-22,DSP - DESPACHO 3715/2021,DSP,DESPACHO,3715/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00811_pdf1,2021,2021-11-22,DSP - DESPACHO 3716/2021,DSP,DESPACHO,3716/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00812_pdf1,2021,2021-11-22,DSP - DESPACHO 3717/2021,DSP,DESPACHO,3717/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00813_pdf1,2021,2021-11-22,DSP - DESPACHO 3718/2021,DSP,DESPACHO,3718/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00814_pdf1,2021,2021-11-22,DSP - DESPACHO 3719/2021,DSP,DESPACHO,3719/2021,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2021_00815_pdf1,2021,2021-11-22,DSP - DESPACHO 3720/2021,DSP,DESPACHO,3720/2021,CEL/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Registro,PREENCHIDA,1,Texto Integral
2021_00816_pdf1,2021,2021-11-22,PRT - PORTARIA 1052/2021,PRT,PORTARIA,1052/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
