registro_uid,ano,data_chave,titulo,sigla_titulo,tipo_ato_titulo,numero_titulo,autor,situacao_normalizada,revogada_flag,assunto_normalizado,ementa_status,pdf_ordem,pdf_tipo
2022_00285_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13267/2022,REA,RESOLUÇÃO AUTORIZATIVA,13267/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00285_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13267/2022,REA,RESOLUÇÃO AUTORIZATIVA,13267/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00286_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13268/2022,REA,RESOLUÇÃO AUTORIZATIVA,13268/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00286_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13268/2022,REA,RESOLUÇÃO AUTORIZATIVA,13268/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00287_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13269/2022,REA,RESOLUÇÃO AUTORIZATIVA,13269/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00287_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13269/2022,REA,RESOLUÇÃO AUTORIZATIVA,13269/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00288_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13270/2022,REA,RESOLUÇÃO AUTORIZATIVA,13270/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00288_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13270/2022,REA,RESOLUÇÃO AUTORIZATIVA,13270/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00289_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13271/2022,REA,RESOLUÇÃO AUTORIZATIVA,13271/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00289_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13271/2022,REA,RESOLUÇÃO AUTORIZATIVA,13271/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00290_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13272/2022,REA,RESOLUÇÃO AUTORIZATIVA,13272/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00290_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13272/2022,REA,RESOLUÇÃO AUTORIZATIVA,13272/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00291_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13273/2022,REA,RESOLUÇÃO AUTORIZATIVA,13273/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00291_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13273/2022,REA,RESOLUÇÃO AUTORIZATIVA,13273/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00292_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13274/2022,REA,RESOLUÇÃO AUTORIZATIVA,13274/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00292_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13274/2022,REA,RESOLUÇÃO AUTORIZATIVA,13274/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00293_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13279/2022,REA,RESOLUÇÃO AUTORIZATIVA,13279/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00293_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13279/2022,REA,RESOLUÇÃO AUTORIZATIVA,13279/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00294_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13280/2022,REA,RESOLUÇÃO AUTORIZATIVA,13280/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00294_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13280/2022,REA,RESOLUÇÃO AUTORIZATIVA,13280/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00295_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13281/2022,REA,RESOLUÇÃO AUTORIZATIVA,13281/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00295_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13281/2022,REA,RESOLUÇÃO AUTORIZATIVA,13281/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00296_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13282/2022,REA,RESOLUÇÃO AUTORIZATIVA,13282/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00296_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13282/2022,REA,RESOLUÇÃO AUTORIZATIVA,13282/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00297_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13283/2022,REA,RESOLUÇÃO AUTORIZATIVA,13283/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00297_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13283/2022,REA,RESOLUÇÃO AUTORIZATIVA,13283/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00298_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13284/2022,REA,RESOLUÇÃO AUTORIZATIVA,13284/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00298_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13284/2022,REA,RESOLUÇÃO AUTORIZATIVA,13284/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00299_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13285/2022,REA,RESOLUÇÃO AUTORIZATIVA,13285/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00299_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13285/2022,REA,RESOLUÇÃO AUTORIZATIVA,13285/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00300_pdf1,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13286/2022,REA,RESOLUÇÃO AUTORIZATIVA,13286/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00300_pdf2,2022,2022-12-12,REA - RESOLUÇÃO AUTORIZATIVA 13286/2022,REA,RESOLUÇÃO AUTORIZATIVA,13286/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00308_pdf1,2022,2022-12-09,DSP - DESPACHO 3498/2022,DSP,DESPACHO,3498/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,1,Texto Integral
2022_00308_pdf2,2022,2022-12-09,DSP - DESPACHO 3498/2022,DSP,DESPACHO,3498/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,PREENCHIDA,2,Voto
2022_00311_pdf1,2022,2022-12-09,DSP - DESPACHO 3508/2022,DSP,DESPACHO,3508/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral
2022_00311_pdf2,2022,2022-12-09,DSP - DESPACHO 3508/2022,DSP,DESPACHO,3508/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,2,Voto
2022_00314_pdf1,2022,2022-12-09,DSP - DESPACHO 3519/2022,DSP,DESPACHO,3519/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022_00315_pdf1,2022,2022-12-09,DSP - DESPACHO 3520/2022,DSP,DESPACHO,3520/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00316_pdf1,2022,2022-12-09,DSP - DESPACHO 3521/2022,DSP,DESPACHO,3521/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00317_pdf1,2022,2022-12-09,DSP - DESPACHO 3522/2022,DSP,DESPACHO,3522/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00318_pdf1,2022,2022-12-09,DSP - DESPACHO 3523/2022,DSP,DESPACHO,3523/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00319_pdf1,2022,2022-12-09,DSP - DESPACHO 3524/2022,DSP,DESPACHO,3524/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00320_pdf1,2022,2022-12-09,DSP - DESPACHO 3525/2022,DSP,DESPACHO,3525/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00321_pdf1,2022,2022-12-09,DSP - DESPACHO 3526/2022,DSP,DESPACHO,3526/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00322_pdf1,2022,2022-12-09,DSP - DESPACHO 3527/2022,DSP,DESPACHO,3527/2022,SRM/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral
2022_00323_pdf1,2022,2022-12-09,DSP - DESPACHO 3528/2022,DSP,DESPACHO,3528/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00329_pdf1,2022,2022-12-09,PRT - PORTARIA 1838/2022,PRT,PORTARIA,1838/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,,1,Texto Integral
2022_00331_pdf1,2022,2022-12-09,PRT - PORTARIA 1840/2022,PRT,PORTARIA,1840/2022,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,,1,Texto Integral
2022_00332_pdf1,2022,2022-12-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 3147/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3147/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2022_00332_pdf2,2022,2022-12-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 3147/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3147/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,2,Voto
2022_00333_pdf1,2022,2022-12-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 3148/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3148/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2022_00333_pdf2,2022,2022-12-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 3148/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3148/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,2,Voto
2022_00334_pdf1,2022,2022-12-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 3149/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3149/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral
2022_00334_pdf2,2022,2022-12-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 3149/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3149/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,2,Voto
2022_00335_pdf1,2022,2022-12-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 3150/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3150/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral
2022_00335_pdf2,2022,2022-12-09,REH - RESOLUÇÃO HOMOLOGATÓRIA 3150/2022,REH,RESOLUÇÃO HOMOLOGATÓRIA,3150/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,2,Voto
2022_00341_pdf1,2022,2022-12-08,DSP - DESPACHO 3424/2022,DSP,DESPACHO,3424/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,,1,Texto Integral
2022_00341_pdf2,2022,2022-12-08,DSP - DESPACHO 3424/2022,DSP,DESPACHO,3424/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,,2,Voto
2022_00342_pdf1,2022,2022-12-08,DSP - DESPACHO 3473/2022,DSP,DESPACHO,3473/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022_00343_pdf1,2022,2022-12-08,DSP - DESPACHO 3479/2022,DSP,DESPACHO,3479/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022_00344_pdf1,2022,2022-12-08,DSP - DESPACHO 3480/2022,DSP,DESPACHO,3480/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022_00345_pdf1,2022,2022-12-08,DSP - DESPACHO 3481/2022,DSP,DESPACHO,3481/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022_00346_pdf1,2022,2022-12-08,DSP - DESPACHO 3482/2022,DSP,DESPACHO,3482/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022_00347_pdf1,2022,2022-12-08,DSP - DESPACHO 3493/2022,DSP,DESPACHO,3493/2022,SCT/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral
2022_00348_pdf1,2022,2022-12-08,DSP - DESPACHO 3497/2022,DSP,DESPACHO,3497/2022,SCG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Registro,PREENCHIDA,1,Texto Integral
2022_00349_pdf1,2022,2022-12-08,DSP - DESPACHO 3503/2022,DSP,DESPACHO,3503/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00352_pdf1,2022,2022-12-08,DSP - DESPACHO 3511/2022,DSP,DESPACHO,3511/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00353_pdf1,2022,2022-12-08,DSP - DESPACHO 3512/2022,DSP,DESPACHO,3512/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00354_pdf1,2022,2022-12-08,DSP - DESPACHO 3513/2022,DSP,DESPACHO,3513/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00355_pdf1,2022,2022-12-08,DSP - DESPACHO 3514/2022,DSP,DESPACHO,3514/2022,SFG/ANEEL,,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00356_pdf1,2022,2022-12-08,DSP - DESPACHO 3515/2022,DSP,DESPACHO,3515/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00357_pdf1,2022,2022-12-08,DSP - DESPACHO 3516/2022,DSP,DESPACHO,3516/2022,SFG/ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Liberação,PREENCHIDA,1,Texto Integral
2022_00378_pdf1,2022,2022-12-08,PRT - PORTARIA 361/2022,PRT,PORTARIA,361/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,,1,Texto Integral
2022_00378_pdf2,2022,2022-12-08,PRT - PORTARIA 361/2022,PRT,PORTARIA,361/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,,2,Voto
2022_00388_pdf1,2022,2022-12-08,PRT - PORTARIA 6793/2022,PRT,PORTARIA,6793/2022,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,,1,Texto Integral
